name,rg_label,rg_label_raw,genome_type_enc,taxonomic_family_enc,is_dna,is_enveloped,is_segmented,is_vector_borne,is_zoonotic,infects_humans,host_breadth
Orthoflavivirus ntayaense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus omskense,3,4,4,17,0.0,1.0,,,,,
Orthoflavivirus perlitaense,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus phnompenhense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus powassanense,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus royalense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus saboyaense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus saumarezense,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus sepikense,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus tembusu,1,2,4,17,0.0,1.0,0.0,0.0,1.0,,3.0
Orthoflavivirus tyuleniyense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus ugandaense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus usutuense,1,2,4,17,0.0,1.0,,,,,
Orthoflavivirus viejaense,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus yaoundeense,2,3,4,17,0.0,1.0,,,,,
Orthoflavivirus zikaense,1,2,4,17,0.0,1.0,,,,,
Orthohantavirus andesense,2,3,5,18,0.0,1.0,,,,0.0,2.0
Orthohantavirus asamaense,2,3,5,18,0.0,1.0,,,,,
Orthohantavirus bayoui,2,3,5,18,0.0,1.0,,,,1.0,2.0
Orthohantavirus caobangense,2,3,5,18,0.0,1.0,,,,0.0,1.0
Orthohantavirus chocloense,2,3,5,18,0.0,1.0,,,,,
Orthohantavirus delgaditoense,2,3,5,18,0.0,1.0,,,,0.0,1.0
Orthohantavirus dobravaense,2,3,5,18,0.0,1.0,,,,,
Orthohantavirus hantanense,2,3,5,18,0.0,1.0,,,,1.0,3.0
Orthohantavirus khabarovskense,2,3,5,18,0.0,1.0,,,,0.0,1.0
Orthohantavirus mamorense (Laguna negra virus),2,3,5,18,0.0,1.0,1.0,0.0,1.0,,5.0
Orthohantavirus maporalense,2,3,5,18,0.0,1.0,,,,,
Orthohantavirus nigrorivense,2,3,5,18,0.0,1.0,,,,,
Orthohantavirus oxbowense,2,3,5,18,0.0,1.0,,,,,
Orthohantavirus prospectense,1,2,5,18,0.0,1.0,,,,0.0,1.0
Orthohantavirus puumalaense,2,3,5,18,0.0,1.0,,,,0.0,2.0
Orthohantavirus sangassouense,2,3,5,18,0.0,1.0,,,,0.0,2.0
Orthohantavirus seoulense,2,3,5,18,0.0,1.0,,,,1.0,3.0
Orthohantavirus sinnombreense,2,3,5,18,0.0,1.0,,,,1.0,2.0
Orthohantavirus thailandense,2,3,5,18,0.0,1.0,,,,,
Orthohantavirus tulaense,2,3,5,18,0.0,1.0,,,,1.0,4.0
Orthohepadnavirus hominoidei,1,2,2,20,0.0,1.0,,,,,
Orthohepadnavirus marmotae,0,1,2,20,0.0,1.0,,,,,
Orthohepadnavirus sciuri,0,1,2,20,0.0,1.0,,,,,
Orthomarburgvirus marburgense,3,4,5,16,0.0,1.0,,,,1.0,1.0
Orthonairovirus bushkeyense,1,2,5,26,0.0,1.0,,,,,
Orthonairovirus chimense,2,3,5,26,0.0,1.0,,,,0.0,3.0
Orthonairovirus dugbeense,2,3,5,26,0.0,1.0,,,,1.0,8.0
Orthonairovirus esteroense,2,3,5,26,0.0,1.0,,,,,
Orthonairovirus gossasense,1,2,5,26,0.0,1.0,,,,,
Orthonairovirus haemorrhagiae,3,4,5,26,0.0,1.0,,,,,
Orthonairovirus keterehense,1,2,5,26,0.0,1.0,,,,,
Orthonairovirus khani,1,2,5,26,0.0,1.0,,,,0.0,1.0
Orthonairovirus qalyubense,1,2,5,26,0.0,1.0,,,,0.0,1.0
Orthonairovirus thiaforaense,1,2,5,26,0.0,1.0,,,,0.0,3.0
Orthonairovirus tomdiense,2,3,5,26,0.0,1.0,,,,0.0,1.0
Orthonairovirus yezoense,1,2,5,26,0.0,1.0,,,,,
Orthonairovirus yogueense,1,2,5,26,0.0,1.0,,,,,
Orthopneumovirus bovis,0,1,5,37,0.0,,,,,0.0,1.0
Orthopneumovirus hominis,1,2,5,37,0.0,,,,,,
Orthopneumovirus hominis LIDdeltaM2-2,0,1,5,37,0.0,,,,,,
Orthopneumovirus hominis LIDdeltaM2-2/276,0,1,5,37,0.0,,,,,,
Orthopneumovirus hominis deltaNS2-L19F-4M,0,1,5,37,0.0,,,,,,
Orthopneumovirus hominis deltaNS2/delta1313/I1314L,0,1,5,37,0.0,,,,,,
Orthopneumovirus muris,0,1,5,37,0.0,,,,,,
Orthopoxvirus camelpox,1,2,0,39,1.0,1.0,0.0,0.0,1.0,,2.0
Orthopoxvirus cowpox,1,2,0,39,1.0,1.0,0.0,0.0,1.0,,16.0
Orthopoxvirus ectromelia,1,2,0,39,1.0,1.0,0.0,0.0,0.0,,3.0
Orthopoxvirus monkeypox,2,3,0,39,1.0,1.0,0.0,0.0,1.0,,9.0
Orthopoxvirus raccoonpox,1,2,0,39,1.0,1.0,,,,,
Orthopoxvirus skunkpox,1,2,0,39,1.0,1.0,,,,,
Orthopoxvirus taterapox,1,2,0,39,1.0,1.0,0.0,0.0,0.0,,1.0
Orthopoxvirus vaccinia,1,2,0,39,1.0,1.0,0.0,0.0,1.0,,10.0
Orthopoxvirus vaccinia NYVAC,0,1,0,39,1.0,1.0,0.0,0.0,1.0,,10.0
Orthopoxvirus vaccinia Recombinant modified vaccinia virus Ankara (MVA) encoding rabies glycoprotein and chronic wasting disease agent epitope,1,2,0,39,1.0,1.0,0.0,0.0,1.0,,140.0
Orthopoxvirus vaccinia strain VET3-TGI,1,2,0,39,1.0,1.0,0.0,0.0,1.0,,10.0
Orthopoxvirus volepox,1,2,0,39,1.0,1.0,0.0,0.0,0.0,,2.0
Orthoreovirus avis,0,1,1,43,0.0,1.0,1.0,0.0,0.0,,1.0
Orthoreovirus mammalis type 1 Lang,1,2,1,43,0.0,,,,,,
Orthoreovirus mammalis type 2 Jones,1,2,1,43,0.0,,,,,,
Orthoreovirus mammalis type 3 Dearing,1,2,1,43,0.0,,,,,,
Orthoreovirus mammalis type 4 Ndelle,1,2,1,43,0.0,,,,,,
Orthoreovirus nelsonense,1,2,1,43,0.0,,,,,,
Orthorubulavirus hominis,1,2,5,31,0.0,1.0,,,,,
Orthorubulavirus laryngotracheitidis,1,2,5,31,0.0,1.0,,,,,
Orthorubulavirus mapueraense,2,3,5,31,0.0,1.0,,,,0.0,1.0
Orthorubulavirus parotitidis,1,2,5,31,0.0,1.0,,,,,
Oryzopoxvirus cotia,1,2,0,39,1.0,1.0,,,,,
Ostreavirus ostreidmalaco1,0,1,0,24,1.0,1.0,,,,,
Ourem virus,2,3,6,47,,1.0,1.0,0.0,0.0,,1.0
Pacuvirus chilibreense,1,2,5,33,0.0,1.0,,,,,
Paraavulavirus hongkongense,0,1,5,31,0.0,1.0,,,,,
Paraavulavirus wisconsinense,0,1,5,31,0.0,1.0,,,,0.0,1.0
Parahenipavirus langyaense,2,3,5,31,0.0,1.0,,,,,
Parahenipavirus mojiangense,3,4,5,31,0.0,1.0,,,,,
Parapoxvirus bovinestomatitis,1,2,0,39,1.0,1.0,,,,,
Parapoxvirus orf,1,2,0,39,1.0,1.0,0.0,0.0,1.0,,5.0
Parapoxvirus pseudocowpox,1,2,0,39,1.0,1.0,0.0,0.0,1.0,,2.0
Parechovirus ahumpari,1,2,4,36,0.0,0.0,0.0,0.0,0.0,,1.0
Parechovirus cebokele,1,2,4,36,0.0,0.0,0.0,0.0,0.0,,1.0
Paroo River virus,2,3,6,47,,1.0,0.0,0.0,1.0,,6.0
Paslahepevirus balayani,1,2,4,21,0.0,,,,,,
Pestivirus ovis,0,1,4,34,0.0,,,,,,
Pestivirus suis,0,1,4,19,0.0,,,,,,
Phlebovirus bujaruense,1,2,2,35,0.0,1.0,,,,,
Phlebovirus florisense,1,2,2,35,0.0,1.0,,,,,
Phlebovirus gabekense,2,3,2,35,0.0,1.0,,,,,
Phlebovirus limboense,1,2,2,35,0.0,1.0,,,,,
Phlebovirus napoliense,1,2,2,35,0.0,1.0,,,,,
Phlebovirus riftense,2,3,2,35,0.0,1.0,,,,,
Phlebovirus riftense strain MP-12,1,2,2,35,0.0,1.0,,,,,
Phlebovirus riograndense,1,2,2,35,0.0,1.0,,,,,
Phlebovirus salangaense,2,3,2,35,0.0,1.0,,,,,
Ponteves virus,2,3,6,47,,1.0,0.0,,0.0,,1.0
Porcine enteric calicivirus,1,2,6,47,,1.0,0.0,0.0,0.0,,1.0
Protoparvovirus carnivoran1,0,1,3,32,1.0,0.0,0.0,0.0,0.0,,1.0
Protoparvovirus rodent1,0,1,3,32,1.0,0.0,0.0,0.0,0.0,,1.0
Protoparvovirus ungulate1,0,1,3,32,1.0,0.0,0.0,0.0,0.0,,1.0
Quang Binh virus,0,1,6,47,,1.0,1.0,0.0,1.0,0.0,1.0
Quaranjavirus araguariense,2,3,5,29,0.0,1.0,,,,,
Quaranjavirus johnstonense,1,2,5,29,0.0,1.0,,,,0.0,1.0
Quwivirus caviidbeta2,0,1,0,28,1.0,,,,,,
Ranavirus perca1,0,1,0,22,1.0,1.0,1.0,0.0,1.0,,6.0
Ranavirus rana1,0,1,0,22,1.0,1.0,1.0,0.0,1.0,,6.0
Rat leukemia virus,1,2,6,47,,1.0,0.0,0.0,0.0,,3.0
Respirovirus bovis,0,1,5,31,0.0,1.0,,,,0.0,1.0
Respirovirus laryngotracheitidis,1,2,5,31,0.0,1.0,,,,,
Respirovirus muris,1,2,5,31,0.0,1.0,,,,0.0,4.0
Respirovirus pneumoniae,1,2,5,31,0.0,1.0,,,,,
Rhadinovirus atelinegamma2,1,2,0,28,1.0,,,,,,
Rhadinovirus atelinegamma3,1,2,0,28,1.0,,,,,,
Rhadinovirus humangamma8,1,2,0,28,1.0,,,,,,
Rhadinovirus muridgamma4,0,1,0,28,1.0,,,,,,
Rhadinovirus saimiriinegamma2,1,2,0,28,1.0,,,,,,
Rio Segundo virus - unclassified orthohantavirus,2,3,6,47,,1.0,1.0,0.0,0.0,,2.0
Roseolovirus humanbeta6a,1,2,0,28,1.0,,,,,,
Roseolovirus humanbeta6b,1,2,0,28,1.0,,,,,,
Roseolovirus humanbeta7,1,2,0,28,1.0,,,,,,
Roseolovirus suidbeta2,0,1,0,28,1.0,,,,,,
Rotavirus alphagastroenteritidis,1,2,1,42,0.0,1.0,1.0,0.0,1.0,,6.0
Rous-associated virus,1,2,6,47,,1.0,0.0,,1.0,,3.0
Rubivirus rubellae,1,2,4,25,0.0,,,,,,
Salmovirus salmonidallo2,0,1,0,1,1.0,1.0,,,,,
Sapovirus sapporoense,1,2,4,11,0.0,0.0,,,,,
Sawgrhavirus minto,2,3,5,41,0.0,1.0,,,,,
Schmallenberg virus,0,1,6,47,,1.0,0.0,0.0,0.0,,1.0
Seadornavirus bannaense,1,2,1,42,0.0,,,,,,
Senecavirus valles,0,1,4,36,0.0,0.0,,,,,
Serang virus,2,3,6,47,,1.0,0.0,0.0,1.0,,6.0
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),2,3,6,47,,1.0,0.0,0.0,1.0,,13.0
Severe acute respiratory syndrome coronavirus 2 virus replicon particles trans-complemented with spike protein (?S-VRP(S)),2,3,6,47,,1.0,0.0,0.0,1.0,,13.0
Severe acute respiratory syndrome-related coronavirus (SARS-CoV),2,3,6,47,,1.0,0.0,0.0,1.0,,13.0
Siadenovirus gallopavotertii,0,1,0,0,1.0,0.0,,,,,
Simian-Human immunodeficiency virus,2,3,6,47,,1.0,0.0,0.0,0.0,,15.0
Simiispumavirus pantroschfo,1,2,2,40,0.0,1.0,,,,,
Simplexvirus atelinealpha1,1,2,0,28,1.0,,,,,,
Simplexvirus bovinealpha2,0,1,0,28,1.0,,,,,,
Simplexvirus humanalpha1,1,2,0,28,1.0,,,,,,
Simplexvirus humanalpha2,1,2,0,28,1.0,,,,,,
Simplexvirus macacinealpha1,3,4,0,28,1.0,,,,,,
Simplexvirus saimiriinealpha1,1,2,0,28,1.0,,,,,,
Snakehead retrovirus,0,1,6,47,,1.0,1.0,0.0,0.0,0.0,1.0
Sparrowpox virus,0,1,6,47,,1.0,0.0,0.0,1.0,,16.0
Sprivivirus cyprinus,0,1,5,41,0.0,1.0,,,,0.0,1.0
Sripuvirus almpiwar,1,2,5,41,0.0,1.0,,,,,
Sripuvirus chaco,1,2,5,41,0.0,1.0,,,,,
Sripuvirus madureira,2,3,5,41,0.0,1.0,,,,,
Starlingpox virus,0,1,6,47,,1.0,0.0,0.0,1.0,,2.0
Suipoxvirus swinepox,0,1,0,39,1.0,1.0,0.0,0.0,0.0,,1.0
Sunday Canyon virus,1,2,6,47,,1.0,1.0,0.0,0.0,,2.0
Sunrhavirus kolongo,1,2,5,41,0.0,1.0,,,,,
Sunrhavirus sandjimba,1,2,5,41,0.0,1.0,,,,,
Swine vesicular disease virus,1,2,6,47,,1.0,0.0,0.0,0.0,,8.0
Teschovirus asilesi,0,1,4,36,0.0,0.0,,,,,
Thogotovirus dhoriense,2,3,5,29,0.0,1.0,1.0,0.0,1.0,,7.0
Thogotovirus ozense,2,3,5,29,0.0,1.0,1.0,0.0,1.0,,7.0
Thogotovirus upoluense,1,2,5,29,0.0,1.0,1.0,0.0,1.0,,7.0
Thottimvirus imjinense,2,3,5,18,0.0,1.0,,,,,
Thottimvirus thottapalayamense,1,2,5,18,0.0,1.0,,,,,
Tibrovirus coastal,2,3,5,41,0.0,1.0,,,,,
Tibrovirus congo,3,4,5,41,0.0,1.0,1.0,0.0,1.0,1.0,1.0
Tibrovirus tibrogargan,1,2,5,41,0.0,1.0,,,,,
Tilapinevirus tilapiae,0,1,5,2,0.0,,,,,,
Tilligerry virus,2,3,6,47,,1.0,0.0,0.0,0.0,,1.0
Tindholmur virus,1,2,6,47,,1.0,1.0,0.0,1.0,,4.0
Tobamovirus fructirugosum,0,1,4,46,0.0,0.0,,,,,
Tribec virus,1,2,6,47,,1.0,1.0,0.0,1.0,,10.0
Tupavirus klamath,1,2,5,41,0.0,1.0,,,,,
Uukuvirus tyulenyense,1,2,2,35,0.0,1.0,,,,,
Varicellovirus bovinealpha1,0,1,0,28,1.0,,,,,,
Varicellovirus equidalpha1,0,1,0,28,1.0,,,,,,
Varicellovirus equidalpha3,0,1,0,28,1.0,,,,,,
Varicellovirus equidalpha4,0,1,0,28,1.0,,,,,,
Varicellovirus humanalpha3,1,2,0,28,1.0,,,,,,
Varicellovirus suidalpha1,1,2,0,28,1.0,,,,,,
Vesicular stomatitis virus,2,3,6,47,,1.0,0.0,0.0,1.0,,3.0
Vesiculovirus alagoas,1,2,5,41,0.0,1.0,0.0,0.0,1.0,,3.0
Vesiculovirus bogdanovac,2,3,5,41,0.0,1.0,,,,0.0,2.0
Vesiculovirus chandipura,2,3,5,41,0.0,1.0,0.0,0.0,1.0,,2.0
Vesiculovirus cocal,1,2,5,41,0.0,1.0,0.0,0.0,0.0,,1.0
Vesiculovirus indiana,1,2,5,41,0.0,1.0,0.0,0.0,1.0,,58.0
Vesiculovirus indiana VSV-?M51-GFP,1,2,5,41,0.0,1.0,,,,,
Vesiculovirus indiana VSV-GP,1,2,5,41,0.0,1.0,0.0,0.0,1.0,,58.0
Vesiculovirus indiana VSV?G SARS 2 SPIKE,1,2,5,41,0.0,1.0,,,,,
Vesiculovirus indiana VSV?G-LASV-GPC,1,2,5,41,0.0,1.0,,,,,
Vesiculovirus indiana VSV?G-SARS-CoV-2.Delta,1,2,5,41,0.0,1.0,,,,,
Vesiculovirus indiana VSV?G-SARS-CoV-2.V590,1,2,5,41,0.0,1.0,,,,,
Vesiculovirus indiana rVSV?G SARS-CoV-2 pseudovirus,1,2,5,41,0.0,1.0,,,,,
Vesiculovirus indiana rVSV?G-ZEBOV-GP (V920),1,2,5,41,0.0,1.0,,,,,
Vesiculovirus indiana rVSV?G/EBOV-GP-NLucP,1,2,5,41,0.0,1.0,,,,,
Vesiculovirus indiana rVSVind-GML,1,2,5,41,0.0,1.0,,,,,
Vesiculovirus isfahan,1,2,5,41,0.0,1.0,0.0,0.0,1.0,,3.0
Vesiculovirus jurona,1,2,5,41,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Vesiculovirus maraba,1,2,5,41,0.0,1.0,0.0,0.0,0.0,,1.0
Vesiculovirus maraba 0MG1 strain,1,2,5,41,0.0,1.0,0.0,0.0,0.0,,1.0
Vesiculovirus newjersey,1,2,5,41,0.0,1.0,0.0,0.0,1.0,,16.0
Vesiculovirus newjersey rVSVnj-GMM,1,2,5,41,0.0,1.0,,,,,
Vesiculovirus perinet,2,3,5,41,0.0,1.0,,,,0.0,1.0
Vesiculovirus piry,2,3,5,41,0.0,1.0,0.0,0.0,0.0,,1.0
Vesiculovirus radi,2,3,5,41,0.0,1.0,,,,0.0,1.0
Vesivirus exanthema,0,1,4,11,0.0,0.0,,,,,
Vesivirus felis,0,1,4,11,0.0,0.0,,,,,
Vespertilionpoxvirus eptesipox,1,2,0,39,1.0,1.0,,,,,
Wanowrie virus,1,2,6,47,,1.0,1.0,0.0,0.0,,1.0
Wesselsbrons virus,2,3,6,47,,1.0,0.0,0.0,1.0,,11.0
White spot syndrome virus,0,1,6,47,,1.0,0.0,0.0,1.0,,25.0
Xenotropic Murine Leukemia Virus-related virus,1,2,6,47,,1.0,0.0,0.0,0.0,,3.0
Yacaaba virus,2,3,6,47,,1.0,0.0,0.0,0.0,,1.0
Yatapoxvirus tanapox,1,2,0,39,1.0,1.0,0.0,0.0,1.0,,2.0
Yatapoxvirus yabapox,1,2,0,39,1.0,1.0,,,,,
Zegla orthobunyavirus,1,2,6,47,,1.0,1.0,0.0,0.0,,1.0
(Ortho) reoviruses,1,2,1,43,0.0,1.0,1.0,0.0,0.0,,1.0
Adeno-associated viruses AAV,1,2,6,47,,1.0,0.0,,1.0,,3.0
Aino virus,2,3,6,47,,1.0,1.0,0.0,0.0,0.0,1.0
Alphaviruses,2,3,4,45,0.0,1.0,1.0,0.0,0.0,,1.0
Aphthovirus,1,2,4,36,0.0,0.0,0.0,0.0,0.0,,2.0
Aura virus,1,2,4,45,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Bebaru virus,1,2,4,45,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Borna disease virus,1,2,6,47,,1.0,0.0,0.0,1.0,,20.0
Bovine coronavirus,1,2,6,47,,1.0,0.0,0.0,0.0,,1.0
Bovine diarrhoea virus,1,2,6,47,,1.0,0.0,0.0,0.0,,42.0
Bovine enteric calicivirus,1,2,6,47,,1.0,0.0,0.0,0.0,,1.0
Bovine enteroviruses types 1-7,1,2,6,47,,1.0,0.0,0.0,0.0,,17.0
Cabassou virus,2,3,4,45,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Calicivirus,1,2,6,47,,1.0,0.0,0.0,0.0,,1.0
Canid herpesvirus 1,1,2,6,47,,1.0,0.0,0.0,0.0,0.0,1.0
Canine coronavirus,1,2,6,47,,1.0,0.0,0.0,0.0,,2.0
Cardiovirus,1,2,4,36,0.0,0.0,0.0,0.0,1.0,,2.0
Chikungunya virus,2,3,4,45,0.0,1.0,0.0,0.0,1.0,,16.0
Coronavirus,2,3,6,47,,1.0,0.0,0.0,0.0,,1.0
Cowpox virus,1,2,0,39,1.0,1.0,0.0,0.0,1.0,,16.0
Dengue virus,2,3,6,47,,1.0,0.0,0.0,1.0,,25.0
"Dengue virus types 1-4 Synthetic RNA (ATCC VR-3228SD, VR-3229SD, VR-3230SD, VR-3231SD)",0,1,6,47,,1.0,0.0,0.0,1.0,,25.0
Duvenhage virus,2,3,5,41,0.0,1.0,0.0,,1.0,1.0,2.0
Ebola virus,3,4,6,47,,1.0,1.0,0.0,0.0,,1.0
Ectromelia virus,2,3,0,39,1.0,1.0,0.0,0.0,0.0,,3.0
Enterovirus,1,2,4,36,0.0,0.0,0.0,0.0,1.0,,3.0
Felid herpesvirus 1,1,2,6,47,,1.0,0.0,0.0,0.0,0.0,1.0
Fowlpox virus,1,2,0,39,1.0,1.0,0.0,0.0,1.0,,16.0
Getah virus,2,3,4,45,0.0,1.0,0.0,0.0,1.0,,3.0
Hamster H-1 virus,1,2,6,47,,1.0,0.0,0.0,0.0,1.0,1.0
Hanta virus,2,3,6,47,,1.0,1.0,0.0,1.0,,6.0
Hepatitis A virus,1,2,4,36,0.0,0.0,0.0,0.0,0.0,,1.0
Hepatitis B virus,2,3,6,47,,1.0,0.0,0.0,1.0,,6.0
Hepatitis C virus,2,3,4,19,0.0,1.0,0.0,0.0,1.0,1.0,1.0
Hepatitis D virus,2,3,6,47,,1.0,0.0,0.0,1.0,,6.0
Hepatitis E virus,2,3,6,47,,1.0,0.0,0.0,1.0,1.0,1.0
Hepatitis G virus,2,3,6,47,,1.0,0.0,0.0,1.0,,6.0
Human Immunodeficiency virus (HIV),2,3,6,47,,1.0,0.0,0.0,0.0,,1.0
Influenza A virus subtype H5N1,2,3,6,47,,1.0,1.0,0.0,1.0,,22.0
Influenza A virus subtype H7N9,2,3,6,47,,1.0,1.0,0.0,1.0,,22.0
Influenza virus,1,2,6,47,,1.0,1.0,0.0,1.0,,22.0
Kairi virus,2,3,6,47,,1.0,1.0,0.0,1.0,0.0,2.0
Kumlinge virus,3,4,6,47,,1.0,1.0,0.0,1.0,,9.0
Kyasanur forest disease virus,3,4,6,47,,1.0,0.0,0.0,1.0,1.0,6.0
Mayaro virus,2,3,4,45,0.0,1.0,0.0,0.0,1.0,,18.0
Mokola virus,2,3,5,41,0.0,1.0,0.0,0.0,1.0,1.0,5.0
Monkey enteroviruses (SEV),1,2,6,47,,1.0,0.0,0.0,0.0,,1.0
Monkeypox virus,2,3,0,39,1.0,1.0,0.0,0.0,1.0,1.0,9.0
Morbillivirus,3,4,5,31,0.0,1.0,0.0,0.0,0.0,,5.0
"Mouse rotavirus (EDIM, epizootic diarhoea of infant mice)",1,2,1,42,0.0,1.0,1.0,0.0,1.0,,6.0
Mucambo virus,2,3,4,45,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Murine leukemia virus,2,3,6,47,,1.0,0.0,0.0,0.0,,3.0
"Murine poliovirus (Theiler's encephalomyelitis virus, TO, FA, GD7)",1,2,4,36,0.0,0.0,0.0,0.0,0.0,,1.0
Myxoma virus,2,3,0,39,1.0,1.0,0.0,0.0,0.0,,3.0
Ndumu virus,2,3,4,45,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Newcastle disease virus,2,3,6,47,,1.0,0.0,0.0,0.0,0.0,2.0
Norovirus (former Norwalk virus),1,2,4,11,0.0,0.0,0.0,0.0,0.0,,1.0
Orf virus,1,2,0,39,1.0,1.0,0.0,0.0,1.0,,5.0
Paravaccinia virus,1,2,6,47,,1.0,0.0,0.0,1.0,,10.0
Parvovirus,1,2,6,47,,1.0,0.0,,0.0,,1.0
Piry,2,3,5,41,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Poliovirus,2,3,4,36,0.0,0.0,0.0,0.0,0.0,,1.0
Porcine enterovirus type 1 (Teschen disease),2,3,6,47,,1.0,0.0,0.0,1.0,,3.0
Rabies virus,2,3,5,41,0.0,1.0,0.0,0.0,1.0,,140.0
Rat coronavirus,1,2,6,47,,1.0,0.0,0.0,0.0,0.0,2.0
Rat rotavirus,1,2,1,42,0.0,1.0,1.0,0.0,1.0,,6.0
Reoviruses,1,2,6,47,,1.0,1.0,0.0,0.0,,1.0
Rocio virus,2,3,6,47,,1.0,0.0,0.0,0.0,1.0,2.0
Ross river virus,1,2,6,47,,1.0,0.0,0.0,1.0,,6.0
Rotavirus,1,2,1,42,0.0,1.0,1.0,0.0,1.0,,6.0
Rotaviruses for animals (other),1,2,1,42,0.0,1.0,1.0,0.0,1.0,,6.0
Rubivirus,1,2,4,25,0.0,1.0,0.0,0.0,1.0,,140.0
Sealpox virus,1,2,0,39,1.0,1.0,0.0,0.0,1.0,,2.0
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) RNA,1,2,6,47,,1.0,0.0,0.0,1.0,,13.0
Sheeppox virus,2,3,0,39,1.0,1.0,0.0,0.0,0.0,,2.0
Simian immunodeficiency virus,2,3,6,47,,1.0,0.0,0.0,0.0,,15.0
Sindbis virus,1,2,4,45,0.0,1.0,0.0,0.0,1.0,1.0,4.0
Swinepox virus,1,2,0,39,1.0,1.0,0.0,0.0,0.0,,1.0
Tanapox,1,2,0,39,1.0,1.0,0.0,0.0,1.0,,2.0
Turkey coronavirus,1,2,6,47,,1.0,0.0,0.0,0.0,,1.0
Uasin Gishu disease virus,1,2,6,47,,1.0,0.0,0.0,0.0,,11.0
Vaccinia virus,1,2,0,39,1.0,1.0,0.0,0.0,1.0,,10.0
Vesicular exanthema of swine virus,2,3,6,47,,1.0,0.0,0.0,0.0,0.0,1.0
Wesselsbron virus,2,3,6,47,,1.0,0.0,0.0,1.0,1.0,2.0
West Nile Virus 2 (Strain: 1986) Lysate,1,2,6,47,,1.0,0.0,0.0,1.0,,25.0
West Nile virus,2,3,6,47,,1.0,0.0,0.0,1.0,,25.0
Yabapox virus,1,2,0,39,1.0,1.0,0.0,0.0,1.0,,2.0
Yellow fever virus (vaccine strain 17D),1,2,6,47,,1.0,0.0,0.0,1.0,,24.0
Yellow fever virus Synthetic RNA (ATCC VR-3253SD),1,2,6,47,,1.0,0.0,0.0,1.0,,24.0
"Yellow fever virus, wild type",2,3,6,47,,1.0,0.0,0.0,1.0,,24.0
australis,2,3,4,23,0.0,,,,,,
bovis,2,3,0,38,1.0,0.0,,,,,
canis,2,3,0,38,1.0,0.0,,,,,
equi,1,2,0,38,1.0,0.0,,,,,
europaeus,1,2,4,11,0.0,0.0,,,,,
felis,1,2,5,31,0.0,1.0,,,,,
hominis,1,2,0,14,1.0,,,,,,
influenzae,1,2,5,29,0.0,1.0,1.0,0.0,1.0,,22.0
japonicum,1,2,4,46,0.0,0.0,,,,,
macacae,1,2,0,38,1.0,0.0,,,,,
meleagridis,1,2,4,11,0.0,0.0,,,,,
muris,1,2,0,38,1.0,0.0,,,,,
ovis,2,3,4,34,0.0,,,,,,
phocae,1,2,5,31,0.0,1.0,,,,,
pneumoniae,1,2,5,31,0.0,1.0,,,,,
salmonis,1,2,1,43,0.0,,,,,,
simiae,1,2,0,14,1.0,,,,,,
suis,2,3,0,38,1.0,0.0,,,,,
theileri,1,2,4,36,0.0,0.0,,,,,
