vVirusNameCorrected,vOrder,vFamily,vSubfamily,vGenus,vIsTypeSpecies,vICTVnumber,ReverseZoonoses,IsHoSa,IsHoSa.stringent,vGenomeMinLength,vGenomeMaxLength,vGenomeAveLength,vWOKcites,vPubMedCites,vCytoReplicTF,vSegmentedTF,vVectorYNna,vSSoDS,vDNAoRNA,vEnvelope,IsZoonotic,IsZoonotic.stringent
Porcine_parvovirus,Unassigned,Parvoviridae,Parvovirinae,Parvovirus,0,,0,0,0,5516.0,5805.0,5660.5,551,478,False,False,N,SS,DNA,non-enveloped,0,0
Porcine_reproductive_and_respiratory_syndrome_virus,Nidovirales,Arteriviridae,,Arterivirus,0,,0,0,0,15347.0,15352.0,15349.5,1651,1249,True,False,N,SS,RNA,enveloped,0,0
Porcine_rubulavirus,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,0,,0,0,0,,,15180.0,35,30,True,False,N,SS,RNA,enveloped,0,0
Porcine_teschovirus,Picornavirales,Picornaviridae,,Teschovirus,1,,0,0,0,,,7117.0,51,44,True,False,N,SS,RNA,non-enveloped,0,0
Porcine_torovirus,Nidovirales,Coronaviridae,Torovirinae,Torovirus,0,,0,0,0,,,28301.0,11,11,True,False,N,SS,RNA,enveloped,0,0
Porcine_type-C_oncovirus,Unassigned,Retroviridae,Orthoretrovirinae,Gammaretrovirus,0,,0,0,0,,,8300.0,0,0,False,False,N,SS,RNA,enveloped,0,0
Possum_adenovirus,Unassigned,Adenoviridae,,Atadenovirus,0,00.001.0.03.007.,0,0,0,,,30000.0,3,3,False,False,N,DS,DNA,non-enveloped,0,0
Powassan_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,1,1,10746.0,10839.0,10792.5,162,97,True,False,Y,SS,RNA,enveloped,1,1
Primate_T-lymphotropic_virus_1,Unassigned,Retroviridae,Orthoretrovirinae,Deltaretrovirus,0,,0,1,0,,,9028.0,1,4,False,False,N,SS,RNA,enveloped,1,0
Primate_T-lymphotropic_virus_2,Unassigned,Retroviridae,,Deltaretrovirus,0,,0,1,1,8507.0,9028.0,8767.5,2,2,False,False,N,SS,RNA,enveloped,1,1
Primate_T-lymphotropic_virus_3,Unassigned,Retroviridae,Orthoretrovirinae,Deltaretrovirus,0,,0,1,1,,,8918.0,1,17,False,False,N,SS,RNA,enveloped,1,1
Prospect_Hill_virus,Unassigned,Bunyaviridae,,Hantavirus,0,,0,0,0,,,11941.0,65,31,True,True,N,SS,RNA,enveloped,0,0
Pseudocowpox_virus,Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,0,,0,1,1,133169.0,145289.0,139229.0,54,46,True,False,N,DS,DNA,enveloped,1,1
Puma_lentivirus,Unassigned,Retroviridae,Orthoretrovirinae,Lentivirus,0,,0,0,0,,,9750.0,21,20,False,False,N,SS,RNA,enveloped,0,0
Punta_Toro_virus,Unassigned,Bunyaviridae,,Phlebovirus,0,00.011.0.04.006.,0,1,1,11400.0,14700.0,13050.0,67,51,True,True,Y,SS,RNA,enveloped,1,0
Puumala_virus,Unassigned,Bunyaviridae,,Hantavirus,0,,0,1,1,,,12062.0,395,409,True,True,N,SS,RNA,enveloped,1,1
Qalyub_virus,Unassigned,Bunyaviridae,,Nairovirus,0,,0,0,0,19229.0,19764.0,19451.5,3,3,True,True,Y,SS,RNA,enveloped,0,0
Quaranfil_virus,Unassigned,Orthomyxoviridae,,Unassigned,0,,0,1,1,,,,15,11,,True,Y,SS,RNA,enveloped,0,0
Rabbit_coronavirus,Nidovirales,Coronaviridae,,Coronavirus,Tentative in genus,,0,0,0,30904.0,31116.0,31010.0,5,7,True,False,N,SS,RNA,enveloped,0,0
Rabbit_fibroma_virus,Unassigned,Poxviridae,Chordopoxvirinae,Leporipoxvirus,0,,0,0,0,,,159857.0,59,134,True,False,N,DS,DNA,enveloped,0,0
Rabbit_hemorrhagic_disease_virus,Unassigned,Caliciviridae,,Lagovirus,1,00.012.0.02.001.,0,0,0,,,7437.0,132,291,True,False,N,SS,RNA,non-enveloped,0,0
Rabbit_kidney_vacuolating_virus,Unassigned,Polyomaviridae,,Polyomavirus,,,0,0,0,,,5000.0,5,7,False,False,N,DS,DNA,non-enveloped,0,0
Rabbit_oral_papillomavirus,Unassigned,Papillomaviridae,,Kappapapillomavirus,0,,0,0,0,,,7565.0,11,13,False,False,N,DS,DNA,non-enveloped,0,0
Rabies_virus,Mononegavirales,Rhabdoviridae,,Lyssavirus,1,01.062.0.02.001.,0,1,1,,,11932.0,2953,4483,True,False,N,SS,RNA,enveloped,1,1
Racoonpox_virus,Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,0,,0,0,0,,,210000.0,1,0,True,False,N,DS,DNA,enveloped,0,0
Rat_coronavirus,Nidovirales,Coronaviridae,,Coronavirus,0,03.019.0.01.011.,0,0,0,,,31250.0,32,56,True,False,N,SS,RNA,enveloped,0,0
Rat_minute_virus_1,Unassigned,Parvoviridae,,Parvovirus,Tentative in genus,,0,0,0,,,,1,1,False,False,N,SS,DNA,non-enveloped,0,0
Rat_parvovirus_1,Unassigned,Parvoviridae,,Parvovirus,Tentative in genus,,0,0,0,,,4759.0,1,1,False,False,N,SS,DNA,non-enveloped,0,0
Reston_ebolavirus,Mononegavirales,Filoviridae,,Ebolavirus,0,,0,1,0,18836.0,18895.0,18865.5,25,24,True,False,N,SS,RNA,enveloped,1,0
Rhesus_macaque_parvovirus,Unassigned,Parvoviridae,Parvovirinae,Erythrovirus,0,,0,0,0,,,,0,0,False,False,N,SS,DNA,non-enveloped,0,0
Rhesus_monkey_papillomavirus_1,Unassigned,Papillomaviridae,,Alphapapillomavirus,0,,0,0,0,,,8028.0,0,0,False,False,N,DS,DNA,non-enveloped,0,0
Rift_Valley_fever_virus,Unassigned,Bunyaviridae,,Phlebovirus,1,00.011.0.04.007.,0,1,1,,,11979.0,459,644,True,True,Y,SS,RNA,enveloped,1,1
Rinderpest_virus,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Morbillivirus,0,,0,0,0,,,15882.0,548,627,True,False,N,SS,RNA,enveloped,0,0
Rio_Bravo_virus,Unassigned,Flaviviridae,,Flavivirus,0,00.026.0.01.037.,0,1,0,,,10140.0,5,6,True,False,Y,SS,RNA,enveloped,1,0
Rio_Mamore_virus,Unassigned,Bunyaviridae,,Hantavirus,0,,0,1,1,,,12183.0,12,12,True,True,N,SS,RNA,enveloped,1,1
Rio_Negro_virus,Unassigned,Togaviridae,,Alphavirus,0,00.073.0.01.029.,0,1,0,,,11494.0,3,3,True,False,Y,SS,RNA,enveloped,0,0
Rio_Segundo_virus,Unassigned,Bunyaviridae,,Hantavirus,0,,0,0,0,,,15450.0,0,0,True,True,N,SS,RNA,enveloped,0,0
Ross_River_virus,Unassigned,Togaviridae,,Alphavirus,0,00.073.0.01.021.,0,1,1,,,11657.0,486,405,True,False,Y,SS,RNA,enveloped,1,1
Rotavirus_A,Unassigned,Reoviridae,Sedoreovirinae,Rotavirus,1,00.060.0.03.001.,0,1,1,528.0,3267.0,18562.0,9291,62,True,True,N,DS,RNA,non-enveloped,1,1
Rotavirus_B,Unassigned,Reoviridae,Sedoreovirinae,Rotavirus,0,00.060.0.03.002.,0,1,1,16500.0,21000.0,18750.0,5,34,True,True,N,DS,RNA,non-enveloped,1,1
Rotavirus_C,Unassigned,Reoviridae,Sedoreovirinae,Rotavirus,0,00.060.0.03.003.,0,1,1,613.0,3309.0,17910.0,7,5,True,True,N,DS,RNA,non-enveloped,1,1
Rotavirus_E,Unassigned,Reoviridae,Sedoreovirinae,Rotavirus,0,00.060.0.03.005.,0,0,0,16500.0,21000.0,18750.0,6,4,True,True,N,DS,RNA,non-enveloped,0,0
Rubella_virus,Unassigned,Togaviridae,,Rubivirus,1,00.073.0.02.001.,0,1,1,,,9762.0,1506,3672,True,False,N,SS,RNA,enveloped,0,0
Sabia_virus,Unassigned,Arenaviridae,,Arenavirus,0,00.003.0.01.017.,0,1,1,,,10499.0,22,18,True,True,N,SS,RNA,enveloped,0,0
Saboya_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,0,0,11440.0,11443.0,11441.5,2,2,True,False,Y,SS,RNA,enveloped,0,0
Saimiriine_herpesvirus_1,Herpesvirales,Herpesviridae,,Simplexvirus,0,,0,0,0,,,156742.0,3,3,False,False,N,DS,DNA,enveloped,0,0
Saimiriine_herpesvirus_2,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,1,00.031.3.02.001.,0,0,0,,,112930.0,10,493,False,False,N,DS,DNA,enveloped,0,0
Sal_Vieja_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,0,0,,,10500.0,0,1,True,False,Y,SS,RNA,enveloped,0,0
Salehabad_virus,Unassigned,Bunyaviridae,,Phlebovirus,0,00.011.0.04.008.,0,0,0,11400.0,14700.0,13050.0,1,1,True,True,Y,SS,RNA,enveloped,0,0
Salem_virus,Mononegavirales,Paramyxoviridae,,Unassigned,0,,0,0,0,,,16698.0,4,4,True,False,N,SS,RNA,enveloped,0,0
San_Perlita_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,0,0,,,10500.0,1,1,True,False,Y,SS,RNA,enveloped,0,0
Sandfly_fever_Naples_virus,Unassigned,Bunyaviridae,,Phlebovirus,0,00.011.0.04.009.,0,1,1,,,12488.0,10,69,True,True,Y,SS,RNA,enveloped,1,1
Sandfly_fever_Sicilian_virus,Unassigned,Bunyaviridae,,Phlebovirus,Tentative in genus,00.011.0.84.011.,0,1,1,,,11300.0,13,17,True,True,Y,SS,RNA,enveloped,1,0
Sapporo_virus,Unassigned,Caliciviridae,,Sapovirus,Tentative in genus,00.012.0.04.001.,0,1,1,7320.0,7521.0,7420.0,33,20,True,False,N,SS,RNA,non-enveloped,0,0
Sathuperi_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,,0,0,0,,,12034.0,2,3,True,True,Y,SS,RNA,enveloped,0,0
Sciurid_herpesvirus_1,Unassigned,Herpesviridae,,Ictalurivirus,1,,0,0,0,,,134000.0,1,1,False,False,N,DS,DNA,enveloped,0,0
Sciurid_herpesvirus_2,Unassigned,Herpesviridae,,Ictalurivirus,0,,0,0,0,,,134000.0,1,1,False,False,N,DS,DNA,enveloped,0,0
Sealpox_virus,Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,Tentative in genus,,0,1,1,,,140000.0,7,4,True,False,N,DS,DNA,enveloped,1,1
Semliki_Forest_virus,Unassigned,Togaviridae,,Alphavirus,0,00.073.0.01.023.,0,1,0,,,11442.0,2440,2092,True,False,Y,SS,RNA,enveloped,1,0
Sendai_virus,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Respirovirus,1,01.048.1.01.001.,0,0,0,,,15384.0,3406,3250,True,False,N,SS,RNA,enveloped,0,0
Seoul_virus,Unassigned,Bunyaviridae,,Hantavirus,0,,0,1,0,,,11950.0,141,141,True,True,N,SS,RNA,enveloped,1,0
Sepik_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,0,0,,,10793.0,12,3,True,False,Y,SS,RNA,enveloped,0,0
Severe_acute_respiratory_syndrome-related_coronavirus,Nidovirales,Coronaviridae,Coronavirinae,Betacoronavirus,0,,0,1,0,,,29751.0,5,6,True,False,N,SS,RNA,enveloped,1,0
Shamonda_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,,0,1,1,,,12104.0,1,2,True,True,Y,SS,RNA,enveloped,1,1
Sheeppox_virus,Unassigned,Poxviridae,Chordopoxvirinae,Capripoxvirus,1,00.058.1.04.001.,0,0,0,,,149955.0,24,24,True,False,N,DS,DNA,enveloped,0,0
Shuni_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,,0,1,1,,,12135.0,1,1,True,True,Y,SS,RNA,enveloped,1,1
Simbu_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,00.011.0.01.043.,0,0,0,,,12172.0,2,103,True,True,Y,SS,RNA,enveloped,0,0
Simian_adenovirus,Unassigned,Adenoviridae,,Mastadenovirus,Tentative in genus,,0,0,0,34450.0,34510.0,34480.0,155,194,False,False,N,DS,DNA,non-enveloped,0,0
Simian_enterovirus_A,Picornavirales,Picornaviridae,,Enterovirus,0,,0,0,0,,,7374.0,0,0,True,False,N,SS,RNA,non-enveloped,0,0
Simian_foamy_virus,Unassigned,Retroviridae,Spumaretrovirinae,Spumavirus,1,00.061.2.07.001.,0,1,1,,,13246.0,151,144,False,False,N,SS,RNA,enveloped,1,1
Simian_hemorrhagic_fever_virus,Nidovirales,Arteriviridae,,Arterivirus,0,,0,0,0,15204.0,15717.0,15460.5,32,35,True,False,N,SS,RNA,enveloped,0,0
Simian_immunodeficiency_virus,Unassigned,Retroviridae,Orthoretrovirinae,Lentivirus,0,00.061.1.06.011.,0,0,0,,,9623.0,4718,5546,False,False,N,SS,RNA,enveloped,0,0
Simian_parvovirus,Unassigned,Parvoviridae,Parvovirinae,Erythrovirus,0,,0,1,0,,,,30,13,False,False,N,SS,DNA,non-enveloped,1,0
Simian_virus_10,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Respirovirus,0,01.048.1.01.006.,0,1,0,,,15000.0,4,1,True,False,N,SS,RNA,enveloped,1,0
Simian_virus_12,Unassigned,Polyomaviridae,,Polyomavirus,0,,0,0,0,,,5206.0,1,1,False,False,,DS,DNA,non-enveloped,0,0
Simian_virus_40,Unassigned,Polyomaviridae,,Polyomavirus,1,00.047.0.01.001.,0,1,1,,,5243.0,7091,13452,False,False,,DS,DNA,non-enveloped,1,1
Simian_virus_5,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,0,,0,0,0,,,15246.0,275,233,True,False,,SS,RNA,enveloped,0,0
Sin_Nombre_virus,Unassigned,Bunyaviridae,,Hantavirus,0,00.011.0.02.019.,0,1,1,,,12317.0,366,240,True,True,N,SS,RNA,enveloped,1,1
Sindbis_virus,Unassigned,Togaviridae,,Alphavirus,1,00.073.0.01.001.,0,1,1,,,11703.0,2290,2380,True,False,Y,SS,RNA,enveloped,1,0
Southern_elephant_seal_virus,Unassigned,Togaviridae,,Alphavirus,0,,0,0,0,,,11245.0,2,2,True,False,,SS,RNA,enveloped,0,0
Squirrel_adenovirus,Unassigned,Adenoviridae,,Mastadenovirus,Tentative in genus,,0,0,0,,,35500.0,1,0,False,False,N,DS,DNA,non-enveloped,0,0
Squirrel_fibroma_virus,Unassigned,Poxviridae,Chordopoxvirinae,Leporipoxvirus,0,,0,0,0,,,160000.0,2,3,True,False,N,DS,DNA,enveloped,0,0
Squirrel_monkey_retrovirus,Unassigned,Retroviridae,Orthoretrovirinae,Betaretrovirus,,,0,0,0,,,8785.0,29,39,False,False,N,SS,RNA,enveloped,0,0
Squirrel_parapoxvirus,Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,0,,0,0,0,,,140000.0,3,1,True,False,N,DS,DNA,enveloped,0,0
St._Louis_encephalitis_virus,Unassigned,Flaviviridae,,Flavivirus,0,00.026.0.01.044.,0,1,1,,,10940.0,138,488,True,False,Y,SS,RNA,enveloped,1,1
Sudan_ebolavirus,Mononegavirales,Filoviridae,,Ebolavirus,0,,0,1,1,,,18875.0,15,14,True,False,N,SS,RNA,enveloped,0,0
Suid_herpesvirus_1,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,,0,1,0,137764.0,144489.0,141126.5,138,2250,False,False,N,DS,DNA,enveloped,1,0
Swine_norovirus,Unassigned,Caliciviridae,,Norovirus,Tentative in genus,,0,0,0,,,7800.0,1,1,True,False,N,SS,RNA,non-enveloped,0,0
Swinepox_virus,Unassigned,Poxviridae,Chordopoxvirinae,Suipoxvirus,1,00.058.1.06.001.,0,0,0,,,146454.0,138,45,True,False,N,DS,DNA,enveloped,0,0
Tacaiuma_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,,0,1,1,960.0,,12400.0,4,3,True,True,Y,SS,RNA,enveloped,1,0
Tacaribe_virus,Unassigned,Arenaviridae,,Arenavirus,0,00.003.0.01.018.,0,1,0,,,10534.0,80,80,True,True,N,SS,RNA,enveloped,1,0
Tamana_bat_virus,Unassigned,Flaviviridae,,Flavivirus,Tentative in genus,,0,0,0,,,10428.0,7,3,True,False,Y,SS,RNA,enveloped,0,0
Tamdy_virus,Unassigned,Bunyaviridae,,Unassigned,0,,0,1,1,,,,3,1,True,True,Y,SS,RNA,enveloped,0,0
Tamiami_virus,Unassigned,Arenaviridae,,Arenavirus,0,00.003.0.01.019.,0,0,0,,,10674.0,17,9,True,True,N,SS,RNA,enveloped,0,0
Tanapox_virus,Unassigned,Poxviridae,Chordopoxvirinae,Yatapoxvirus,0,,0,1,1,144553.0,144565.0,144559.0,34,17,True,False,N,DS,DNA,enveloped,1,0
Tataguine_virus,Unassigned,Bunyaviridae,,Unassigned,0,,0,1,1,,,16790.0,8,6,True,True,Y,SS,RNA,enveloped,0,0
Taterapox_virus,Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,0,,0,0,0,,,198050.0,1,2,True,False,N,DS,DNA,enveloped,0,0
Tembusu_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,1,0,,,10916.0,3,6,True,False,Y,SS,RNA,enveloped,1,0
Thailand_virus,Unassigned,Bunyaviridae,,Hantavirus,0,,0,1,0,,,15450.0,26,21,True,True,N,SS,RNA,enveloped,1,0
Theilovirus,Picornavirales,Picornaviridae,,Cardiovirus,0,,0,0,0,,,8101.0,15,587,True,False,N,SS,RNA,non-enveloped,0,0
Thiafora_virus,Unassigned,Bunyaviridae,,Nairovirus,0,,0,1,0,,,15450.0,0,0,True,True,Y,SS,RNA,enveloped,1,0
Thogoto_virus,Unassigned,Orthomyxoviridae,,Thogotovirus,1,00.046.0.03.001.,0,1,1,,,10461.0,131,84,True,True,Y,SS,RNA,enveloped,1,1
Thottapalayam_virus,Unassigned,Bunyaviridae,,Hantavirus,0,,0,0,0,,,11732.0,35,15,True,True,N,SS,RNA,enveloped,0,0
Tick-borne_encephalitis_virus,Unassigned,Flaviviridae,,Flavivirus,0,00.026.0.01.046.,0,1,0,,,11141.0,1081,1357,True,False,Y,SS,RNA,enveloped,1,0
Tioman_virus,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,Tentative in genus,,0,1,0,,,15522.0,26,18,True,False,N,SS,RNA,enveloped,1,0
Tonate_virus,Unassigned,Togaviridae,,Alphavirus,0,00.073.0.01.033.,0,1,1,,,11500.0,6,6,True,False,,SS,RNA,enveloped,0,0
Topografov_virus,Unassigned,Bunyaviridae,,Hantavirus,0,,0,0,0,,,15450.0,3,3,True,True,N,SS,RNA,enveloped,0,0
Torque_Teno_virus,Unassigned,Anelloviridae,,Anellovirus,1,,0,1,1,3234.0,3814.0,3524.0,603,566,,False,N,SS,DNA,non-enveloped,1,1
Transmissible_gastroenteritis_virus,Nidovirales,Coronaviridae,,Coronavirus,0,03.019.0.01.010.,0,0,0,,,28597.0,736,863,True,False,N,SS,RNA,enveloped,0,0
Tree_shrew_adenovirus,Unassigned,Adenoviridae,,Mastadenovirus,0,00.001.0.01.020.,0,0,0,,,33501.0,7,8,False,False,N,DS,DNA,non-enveloped,0,0
Trubanaman_virus,Unassigned,Bunyaviridae,,Unassigned,0,,0,1,0,,,11803.0,3,1,True,True,Y,SS,RNA,enveloped,1,0
Tula_virus,Unassigned,Bunyaviridae,,Hantavirus,0,,0,1,1,,,12066.0,52,39,True,True,N,SS,RNA,enveloped,1,1
Tupaia_paramyxovirus,Mononegavirales,Paramyxoviridae,,Unassigned,0,,0,0,0,,,17904.0,4,7,True,False,N,SS,RNA,enveloped,0,0
Tupaiid_herpesvirus_1,Herpesvirales,Herpesviridae,Betaherpesvirinae,Unassigned,0,,0,0,0,,,196000.0,0,0,False,False,N,DS,DNA,enveloped,0,0
Turlock_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,00.011.0.01.048.,0,0,0,,,12250.0,10,11,True,True,Y,SS,RNA,enveloped,0,0
Uganda_S_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,0,0,,,10182.0,3,7,True,False,Y,SS,RNA,enveloped,0,0
Una_virus,Unassigned,Togaviridae,,Alphavirus,0,00.073.0.01.025.,0,1,0,,,11700.0,4,6,True,False,Y,SS,RNA,enveloped,1,0
Upolu_virus,Unassigned,Bunyaviridae,,Unassigned,0,,0,0,0,10500.0,22700.0,16600.0,1,1,True,True,Y,SS,RNA,enveloped,0,0
Usutu_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,1,1,,,11066.0,65,46,True,False,Y,SS,RNA,enveloped,1,0
Uukuniemi_virus,Unassigned,Bunyaviridae,,Phlebovirus,0,00.011.0.04.010.,0,1,0,,,11372.0,117,74,True,True,Y,SS,RNA,enveloped,1,0
Vaccinia_virus,Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,1,,0,1,1,,,194711.0,9846,11148,True,False,N,DS,DNA,enveloped,1,0
Variola_virus,Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,0,00.058.1.01.011.,0,1,1,,,185578.0,383,1028,True,False,N,DS,DNA,enveloped,0,0
Venezuelan_equine_encephalitis_virus,Unassigned,Togaviridae,,Alphavirus,0,00.073.0.01.026.,0,1,1,,,11444.0,415,1023,True,False,Y,SS,RNA,enveloped,1,1
Vesicular_exanthema_of_swine_virus,Unassigned,Caliciviridae,,Vesivirus,1,00.012.0.01.001.,0,0,0,,,8284.0,29,52,True,False,N,SS,RNA,non-enveloped,0,0
Vesicular_stomatitis_Alagoas_virus,Mononegavirales,Rhabdoviridae,,Vesiculovirus,0,,0,1,0,,,11070.0,1,0,True,False,Y,SS,RNA,enveloped,1,0
Vesicular_stomatitis_Indiana_virus,Mononegavirales,Rhabdoviridae,,Vesiculovirus,1,01.062.0.01.001.,0,1,0,,,11161.0,11,5023,True,False,Y,SS,RNA,enveloped,1,0
Vesicular_stomatitis_New_Jersey_virus,Mononegavirales,Rhabdoviridae,,Vesiculovirus,0,,0,1,0,,,11123.0,23,32,True,False,N,SS,RNA,enveloped,1,0
Visna/maedi_virus,Unassigned,Retroviridae,Orthoretrovirinae,Lentivirus,0,00.061.1.06.008.,0,0,0,,,9202.0,62,23,True,False,N,SS,RNA,enveloped,0,0
Volepox_virus,Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,0,,0,0,0,,,210000.0,3,4,True,False,N,DS,DNA,enveloped,0,0
Wad_Medani_virus,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,0,,0,0,0,,,18009.0,0,2,True,True,Y,DS,RNA,non-enveloped,0,0
Wallal_virus,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,0,,0,0,0,,,19180.0,4,6,True,True,Y,DS,RNA,non-enveloped,0,0
Walrus_calicivirus,Unassigned,Caliciviridae,,Unassigned,0,,0,0,0,,,8289.0,4,6,True,False,N,SS,RNA,non-enveloped,0,0
Wanowrie_virus,Unassigned,Bunyaviridae,,Unassigned,0,,0,1,1,,,,5,4,True,True,Y,SS,RNA,enveloped,0,0
Warrego_virus,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,0,,0,0,0,15537.0,18590.0,17063.5,2,2,True,True,Y,DS,RNA,non-enveloped,0,0
Wesselsbron_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,1,1,,,10814.0,34,30,True,False,Y,SS,RNA,enveloped,1,1
West_Caucasian_bat_virus,Mononegavirales,Rhabdoviridae,,Lyssavirus,Tentative in genus,,0,0,0,,,12278.0,7,8,True,False,N,SS,RNA,enveloped,0,0
West_Nile_virus,Unassigned,Flaviviridae,,Flavivirus,0,00.026.0.01.051.,0,1,1,,,11029.0,4772,3935,True,False,Y,SS,RNA,enveloped,1,1
Western_equine_encephalitis_virus,Unassigned,Togaviridae,,Alphavirus,0,00.073.0.01.027.,0,1,1,,,11000.0,148,472,True,False,Y,SS,RNA,enveloped,1,1
Whitewater_Arroyo_virus,Unassigned,Arenaviridae,,Arenavirus,0,00.003.0.01.020.,0,1,1,,,10448.0,33,17,True,True,N,SS,RNA,enveloped,1,1
Witwatersrand_virus,Unassigned,Bunyaviridae,,Unassigned,0,,0,0,0,,,12251.0,1,1,True,True,Y,SS,RNA,enveloped,0,0
Wongorr_virus,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,0,,0,0,0,,,19200.0,1,1,True,True,Y,DS,RNA,non-enveloped,0,0
Woodchuck_hepatitis_virus,Unassigned,Hepadnaviridae,,Orthohepadnavirus,0,,0,0,0,,,3323.0,574,548,False,False,N,DS,DNA,enveloped,0,0
Woolly_monkey_sarcoma_virus,Unassigned,Retroviridae,Orthoretrovirinae,Gammaretrovirus,0,,0,1,0,,,5159.0,2,235,False,False,N,SS,RNA,enveloped,1,0
Wyeomyia_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,,0,1,1,13015.0,13170.0,13097.5,2,1,True,True,Y,SS,RNA,enveloped,1,1
Yaba_monkey_tumor_virus,Unassigned,Poxviridae,Chordopoxvirinae,Yatapoxvirus,1,00.058.1.08.001.,0,1,0,,,134721.0,15,115,True,False,N,DS,DNA,enveloped,1,0
Yellow_fever_virus,Unassigned,Flaviviridae,,Flavivirus,1,00.026.0.01.001.,0,1,1,,,10862.0,1091,1230,True,False,Y,SS,RNA,enveloped,1,1
Yogue_virus,Unassigned,Bunyaviridae,,Unassigned,0,00.011.0.00.718.,0,0,0,10500.0,22700.0,16600.0,1,1,True,True,Y,SS,RNA,enveloped,0,0
Yokose_virus,Unassigned,Flaviviridae,,Flavivirus,0,00.011.0.00.718.,0,0,0,,,10857.0,5,5,True,False,Y,SS,RNA,enveloped,0,0
Zaire_ebolavirus,Mononegavirales,Filoviridae,,Ebolavirus,1,01.025.0.02.001.,0,1,1,,,18959.0,55,54,True,False,N,SS,RNA,enveloped,1,1
Zegla_virus,Unassigned,Bunyaviridae,,Orthobunyavirus,0,,0,0,0,,,,0,0,True,True,Y,SS,RNA,enveloped,0,0
Zika_virus,Unassigned,Flaviviridae,,Flavivirus,0,,0,1,1,,,10794.0,29,31,True,False,Y,SS,RNA,enveloped,1,0
